Name,Manufacturer,Fuel_Type,Transmission,Engine(CC),Mileage(Km/L),Seats,Price,cluster
Ford Figo Aspire 1.2 Ti-VCT Trend,Ford,Petrol,Manual,1196,18.16,5,4.9,0
BMW X5 X5 M,Bmw,Diesel,Automatic,2993,15.97,5,70.0,3
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Mercedesbenz,Diesel,Automatic,2143,11.78,5,25.5,3
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,5.1,2
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Diesel,Manual,1582,22.32,5,6.7,1
BMW 5 Series 525d Sedan,Bmw,Diesel,Automatic,2993,16.73,5,26.5,3
Nissan Micra Diesel XV Premium,Nissan,Diesel,Manual,1461,23.08,5,3.9,1
Maruti SX4 ZXI MT BSIV,Maruti,Petrol,Manual,1586,15.5,5,2.7,0
Tata Manza Aura Quadrajet BS IV,Tata,Diesel,Manual,1248,21.12,5,2.95,4
Audi A4 2.0 TDI Multitronic,Audi,Diesel,Automatic,1968,16.55,5,23.0,3
Maruti Swift Ldi BSIV,Maruti,Diesel,Manual,1248,17.8,5,2.49,4
Maruti Swift LDI Optional,Maruti,Diesel,Manual,1248,25.2,5,4.5,4
Toyota Corolla Altis Diesel D4DJ,Toyota,Diesel,Manual,1364,21.43,5,4.5,5
Honda Jazz 1.5 VX i DTEC,Honda,Diesel,Manual,1498,27.3,5,6.9,4
BMW 6 Series 650i Coupe,Bmw,Petrol,Automatic,4395,7.94,4,20.72,2
Skoda Fabia 1.2 Petrol Active,Skoda,Petrol,Manual,1198,16.25,5,2.21,0
Fiat Siena 1.2 ELX,Fiat,Petrol,Manual,1242,0.0,5,0.55,0
Land Rover Freelander 2 HSE,Land,Diesel,Automatic,2179,12.35,5,13.9,3
Ford Fiesta 1.6 ZXi Duratec,Ford,Petrol,Manual,1596,15.3,5,1.46,0
Hyundai Verna SX CRDi AT,Hyundai,Diesel,Automatic,1582,19.08,5,6.0,3
Renault KWID 1.0 RXT Optional,Renault,Petrol,Manual,999,21.7,5,3.0,0
Tata Indica Vista Quadrajet 90 ZX Plus,Tata,Diesel,Manual,1248,22.3,5,3.5,4
Hyundai i20 Active 1.4 SX,Hyundai,Diesel,Manual,1396,21.19,5,7.59,1
Maruti SX4 Zxi BSIII,Maruti,Petrol,Manual,1586,15.0,5,1.99,0
Renault KWID RXT,Renault,Petrol,Manual,799,25.17,5,3.8,0
Mahindra Xylo E4 ABS BS III,Mahindra,Diesel,Manual,2498,11.68,7,4.0,5
Hyundai EON D Lite Plus,Hyundai,Petrol,Manual,814,21.1,5,2.95,0
Honda Amaze VX i-DTEC,Honda,Diesel,Manual,1498,25.8,5,3.75,4
Volkswagen Polo Diesel Highline 1.2L,Volkswagen,Diesel,Manual,1199,22.07,5,2.5,1
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.75,0
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,22.0,3
Honda Amaze E i-Vtech,Honda,Petrol,Manual,1198,18.0,5,6.14,0
BMW 1 Series 118d Base,Bmw,Diesel,Automatic,1995,20.58,5,16.0,3
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,3.75,2
Jaguar XF 2.2 Litre Luxury,Jaguar,Diesel,Automatic,2179,16.36,5,24.0,3
Honda WRV i-VTEC VX,Honda,Petrol,Manual,1199,17.5,5,8.9,0
BMW X1 sDrive20d,Bmw,Diesel,Automatic,1995,17.05,5,10.0,3
Skoda Rapid 1.6 MPI AT Elegance,Skoda,Petrol,Automatic,1598,14.3,5,5.55,2
Volkswagen Vento 1.6 Comfortline,Volkswagen,Petrol,Manual,1598,16.09,5,3.59,0
Ford EcoSport 1.5 TDCi Trend Plus BE,Ford,Diesel,Manual,1498,22.77,5,11.13,4
Mahindra XUV500 W6 2WD,Mahindra,Diesel,Manual,2179,15.1,7,7.2,5
Ford Fiesta Classic 1.4 Duratorq LXI,Ford,Diesel,Manual,1388,18.6,5,2.98,4
Hyundai Santro Xing GLS,Hyundai,Petrol,Manual,1086,17.92,5,1.7,0
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedesbenz,Diesel,Automatic,2987,12.0,7,52.0,3
Maruti Alto LXi BSII,Maruti,Petrol,Manual,796,19.7,5,0.95,0
Honda City i VTEC VX Option,Honda,Petrol,Manual,1497,17.8,5,9.25,0
Hyundai Santa Fe 2WD AT,Hyundai,Diesel,Automatic,2199,13.01,7,16.25,3
Mercedes-Benz GLA Class 200 CDI SPORT,Mercedesbenz,Diesel,Automatic,2143,17.9,5,20.99,3
BMW 3 Series 320d Sedan,Bmw,Diesel,Automatic,1995,16.07,5,7.2,3
Maruti Swift ZXI,Maruti,Petrol,Manual,1197,18.6,5,4.4,0
Volkswagen Vento Petrol Highline,Volkswagen,Petrol,Manual,1598,15.04,5,4.25,0
Maruti Ertiga VXI,Maruti,Petrol,Manual,1373,16.02,7,5.35,0
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,6.3,2
Hyundai Creta 1.6 CRDi SX,Hyundai,Diesel,Manual,1582,19.67,5,12.5,1
Audi A6 3.0 TDI quattro,Audi,Diesel,Automatic,2967,16.77,5,7.5,3
Mahindra XUV500 W8 1.99 mHawk,Mahindra,Diesel,Manual,1997,16.0,7,11.25,5
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Ford,Petrol,Automatic,1499,16.05,5,7.65,2
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,4.5,1
Volkswagen Vento 1.5 TDI Comfortline AT,Volkswagen,Diesel,Automatic,1498,21.21,5,7.5,3
Mercedes-Benz S-Class 280 AT,Mercedesbenz,Petrol,Automatic,2987,13.0,5,7.1,2
Hyundai i10 Magna,Hyundai,Petrol,Manual,1197,20.36,5,2.25,0
Audi A4 35 TDI Technology Edition,Audi,Diesel,Automatic,1968,17.11,5,27.0,3
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Diesel,Manual,1396,21.9,5,4.18,1
Hyundai Verna 1.4 EX,Hyundai,Diesel,Manual,1396,23.5,5,6.5,1
Honda City 1.5 V MT,Honda,Petrol,Manual,1497,17.0,5,3.15,0
Maruti Ertiga VDI,Maruti,Diesel,Manual,1248,25.47,7,7.64,4
Maruti Alto LXi BSII,Maruti,Petrol,Manual,796,19.7,5,2.4,0
Maruti Wagon R AMT VXI,Maruti,Petrol,Automatic,998,20.51,5,4.25,2
Hyundai Verna 1.6 CRDi AT SX,Hyundai,Diesel,Automatic,1582,19.08,5,9.31,3
Maruti Alto LXi BSIII,Maruti,Petrol,Manual,796,19.7,5,2.39,0
Volkswagen Vento 1.6 Comfortline,Volkswagen,Petrol,Manual,1598,16.09,5,7.64,0
Maruti Baleno Zeta 1.2,Maruti,Petrol,Manual,1197,21.4,5,6.21,0
Land Rover Freelander 2 TD4 SE,Land,Diesel,Automatic,2179,0.0,5,16.5,3
Honda CR-V 2.0L 2WD AT,Honda,Petrol,Automatic,1997,13.7,5,8.22,2
Toyota Fortuner 2.8 2WD MT,Toyota,Diesel,Manual,2755,14.24,7,28.85,5
Honda City V AT,Honda,Petrol,Automatic,1497,15.6,5,8.5,2
Mercedes-Benz SLK-Class 55 AMG,Mercedesbenz,Petrol,Automatic,5461,12.0,2,90.0,2
Honda City i-VTEC S,Honda,Petrol,Manual,1497,17.4,5,6.51,0
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,4.65,4
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Petrol,Automatic,1794,14.53,5,8.4,2
Toyota Etios Cross 1.4L VD,Toyota,Diesel,Manual,1364,23.59,5,5.75,5
Maruti Wagon R LX,Maruti,Petrol,Manual,998,18.9,5,1.11,0
Mercedes-Benz E-Class 2015-2017 E 200 CGI,Mercedesbenz,Petrol,Automatic,1991,12.0,5,17.25,2
Jaguar XF Aero Sport Edition,Jaguar,Diesel,Automatic,2179,16.36,5,32.0,3
Hyundai i20 Sportz Petrol,Hyundai,Petrol,Manual,1197,17.0,5,3.45,0
Land Rover Freelander 2 SE,Land,Diesel,Automatic,2179,12.39,5,23.0,3
Hyundai Elite i20 Petrol Sportz,Hyundai,Petrol,Manual,1197,18.6,5,7.32,0
Honda Amaze S i-Vtech,Honda,Petrol,Manual,1198,18.0,5,4.4,0
Mercedes-Benz M-Class ML 350 4Matic,Mercedesbenz,Diesel,Automatic,2987,0.0,5,47.35,3
Maruti Alto 800 VXI,Maruti,Petrol,Manual,796,22.74,5,4.12,0
Toyota Innova Crysta 2.8 ZX AT,Toyota,Diesel,Automatic,2755,11.36,7,19.5,3
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,6.2,2
BMW X3 xDrive30d M Sport,Bmw,Diesel,Automatic,2993,16.55,5,45.0,3
Maruti 1000 AC,Maruti,Petrol,Manual,970,15.0,5,0.85,0
Hyundai i20 Magna,Hyundai,Petrol,Manual,1197,18.5,5,2.8,0
Hyundai Grand i10 AT Asta,Hyundai,Petrol,Automatic,1197,18.9,5,4.8,2
Ford Fiesta 1.5 TDCi Titanium,Ford,Diesel,Manual,1498,25.01,5,5.65,4
Mercedes-Benz E-Class 220 CDI,Mercedesbenz,Diesel,Manual,2148,15.0,5,14.5,1
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,26.59,5,5.9,4
Toyota Etios VXD,Toyota,Diesel,Manual,1364,23.59,5,5.0,5
Hyundai Xcent 1.2 Kappa Base,Hyundai,Petrol,Manual,1197,19.1,5,4.9,0
Honda Civic 2006-2010 1.8 S MT,Honda,Petrol,Manual,1799,13.5,5,4.25,0
Hyundai Accent GLE,Hyundai,Petrol,Manual,1495,13.2,5,2.45,0
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,2.5,0
Mercedes-Benz SL-Class SL 500,Mercedesbenz,Petrol,Automatic,5461,8.1,2,29.5,2
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Diesel,Manual,1498,22.7,5,5.75,4
Hyundai Xcent 1.2 VTVT E,Hyundai,Petrol,Manual,1197,20.14,5,5.0,0
Skoda Rapid 1.6 MPI AT Ambition Plus,Skoda,Petrol,Automatic,1598,14.3,5,4.62,2
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Audi,Diesel,Automatic,1968,15.73,5,23.5,3
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,7.25,5
Hyundai Verna VTVT 1.6 SX Option,Hyundai,Petrol,Manual,1591,17.0,5,11.88,0
Hyundai Verna Xi (Petrol),Hyundai,Petrol,Manual,1599,13.9,5,2.25,0
Ford Ikon 1.6 CLXI,Ford,Petrol,Manual,1597,14.2,5,0.85,0
Nissan Micra Active XV,Nissan,Petrol,Manual,1198,19.69,5,4.0,0
Honda Brio VX AT,Honda,Petrol,Automatic,1198,16.5,5,5.1,2
Toyota Innova 2.5 GX (Diesel) 7 Seater,Toyota,Diesel,Manual,2494,12.99,7,12.5,5
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Diesel,Manual,1498,20.64,5,2.9,1
Mahindra XUV500 W10 AWD,Mahindra,Diesel,Manual,2179,16.0,7,15.96,5
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Petrol,Automatic,1197,16.9,5,5.45,2
Ford Endeavour 2.2 Trend MT 4X4,Ford,Diesel,Manual,2198,13.5,7,23.86,4
Chevrolet Spark 1.0 LT,Chevrolet,Petrol,Manual,995,18.0,5,1.75,0
Maruti Ertiga SHVS VDI,Maruti,Diesel,Manual,1248,24.52,7,9.75,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,4.75,4
Honda City i VTEC S,Honda,Petrol,Manual,1497,17.4,5,6.25,0
Mini Cooper Countryman D,Mini,Diesel,Automatic,1998,23.8,5,22.0,3
Toyota Corolla Altis 2008-2013 1.8 VL AT,Toyota,Petrol,Automatic,1794,14.53,5,14.14,2
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Petrol,Manual,1086,17.0,5,0.95,0
Skoda Superb Elegance 1.8 TSI AT,Skoda,Petrol,Automatic,1798,13.7,5,11.95,2
Maruti Wagon R LXI BS IV,Maruti,Petrol,Manual,998,18.9,5,2.5,0
Hyundai i10 Era 1.1,Hyundai,Petrol,Manual,1086,19.81,5,2.75,0
Tata Tiago 1.2 Revotron XT Option,Tata,Petrol,Manual,1199,23.84,5,5.85,0
Maruti Baleno Zeta 1.2,Maruti,Petrol,Manual,1197,21.4,5,6.25,0
Volkswagen Vento 1.6 Highline,Volkswagen,Petrol,Manual,1598,15.04,5,4.95,0
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Petrol,Manual,1197,18.9,5,4.75,0
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,2.55,4
Honda Civic 2010-2013 1.8 V AT Sunroof,Honda,Petrol,Automatic,1799,13.9,5,4.5,2
Maruti Alto 800 LXI,Maruti,Petrol,Manual,796,22.74,5,3.01,0
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Land,Diesel,Automatic,1999,15.68,5,42.0,3
Audi A6 2.7 TDI,Audi,Diesel,Automatic,2698,12.4,5,11.5,3
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,10.99,3
Honda City 1.5 V AT Exclusive,Honda,Petrol,Automatic,1497,17.0,5,3.71,2
Honda CR-V 2.4 4WD AT,Honda,Petrol,Automatic,2354,10.1,5,2.0,2
Maruti Ciaz 1.3 Alpha,Maruti,Diesel,Manual,1248,28.09,5,9.48,4
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,18.9,5,1.25,0
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Diesel,Manual,1582,19.67,5,10.9,1
Maruti Ciaz VDi Plus SHVS,Maruti,Diesel,Manual,1248,28.09,5,5.5,4
Hyundai EON D Lite Plus,Hyundai,Petrol,Manual,814,21.1,5,3.71,0
Maruti Ertiga VXI,Maruti,Petrol,Manual,1373,16.02,7,6.25,0
Volkswagen Vento Diesel Highline,Volkswagen,Diesel,Manual,1598,20.54,5,4.9,1
Honda City 1.5 GXI,Honda,Petrol,Manual,1493,12.8,5,1.1,0
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,4.72,0
Maruti Alto 800 2016-2019 CNG LXI,Maruti,CNG,Manual,796,33.44,4,3.7,4
Mercedes-Benz GLA Class 200 CDI,Mercedesbenz,Diesel,Automatic,2143,17.9,5,24.85,3
Hyundai Santa Fe 4X2,Hyundai,Diesel,Manual,2199,14.66,7,12.25,1
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,3.9,4
Hyundai Elite i20 Sportz Plus,Hyundai,Petrol,Manual,1197,18.6,5,6.28,0
Hyundai Grand i10 Asta Option,Hyundai,Petrol,Manual,1197,18.9,5,7.85,0
Volkswagen Vento Petrol Highline,Volkswagen,Petrol,Manual,1598,15.04,5,2.95,0
Honda Accord 2.4 A/T,Honda,Petrol,Automatic,2354,11.7,5,4.85,2
Mercedes-Benz S-Class S 350 d,Mercedesbenz,Diesel,Automatic,2925,13.5,5,30.0,3
Mercedes-Benz B Class B200 CDI,Mercedesbenz,Diesel,Automatic,2143,15.0,5,19.9,3
Hyundai Creta 1.6 SX Option Diesel,Hyundai,Diesel,Manual,1582,20.5,5,10.8,1
Maruti Alto LXI,Maruti,Petrol,Manual,796,19.7,5,1.75,0
Audi A3 35 TDI Premium,Audi,Diesel,Automatic,1968,20.38,5,19.25,3
Renault Duster 85PS Diesel RxL,Renault,Diesel,Manual,1461,19.87,5,5.5,1
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Diesel,Manual,1399,17.8,5,2.75,4
Hyundai Creta 1.6 SX Plus Diesel,Hyundai,Diesel,Manual,1582,19.67,5,13.0,1
Ford Figo Diesel ZXI,Ford,Diesel,Manual,1399,20.0,5,3.2,4
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Petrol,Manual,1598,15.26,5,5.84,0
Volvo V40 D3 R Design,Volvo,Diesel,Automatic,1969,16.8,5,24.0,3
Hyundai Verna SX CRDi AT,Hyundai,Diesel,Automatic,1582,19.08,5,6.25,3
BMW 7 Series 2007-2012 730Ld,Bmw,Diesel,Automatic,2993,14.49,5,36.0,3
Mitsubishi Lancer GLXD,Mitsubishi,Diesel,Manual,1998,14.8,5,3.0,1
Toyota Fortuner 3.0 Diesel,Toyota,Diesel,Manual,2982,11.5,7,11.0,5
Maruti Ciaz VDi Plus,Maruti,Diesel,Manual,1248,26.21,5,6.5,4
Maruti Vitara Brezza VDi Option,Maruti,Diesel,Manual,1248,24.3,5,9.4,4
BMW 3 Series Luxury Line,Bmw,Diesel,Automatic,1995,21.76,5,37.92,3
Volkswagen Vento Petrol Highline AT,Volkswagen,Petrol,Automatic,1598,14.4,5,5.25,2
Hyundai i20 1.2 Asta,Hyundai,Petrol,Manual,1197,17.0,5,4.5,0
BMW X5 3.0d,Bmw,Diesel,Automatic,2993,11.0,5,18.0,3
Hyundai Xcent 1.2 Kappa S,Hyundai,Petrol,Manual,1197,19.1,5,5.56,0
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedesbenz,Diesel,Automatic,2143,14.21,5,22.0,3
Land Rover Freelander 2 SE,Land,Diesel,Automatic,2179,12.39,5,22.0,3
Hyundai i10 Magna,Hyundai,Petrol,Manual,1197,20.36,5,2.65,0
Hyundai Verna 1.6 SX CRDi (O),Hyundai,Diesel,Manual,1582,22.32,5,5.85,1
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Volkswagen,Diesel,Manual,1968,19.33,5,6.95,1
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,15.1,7,6.5,5
Skoda Superb Style 1.8 TSI AT,Skoda,Petrol,Automatic,1798,14.67,5,7.25,2
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,4.5,4
Mercedes-Benz GLA Class 200 Sport Edition,Mercedesbenz,Petrol,Automatic,1991,13.7,5,26.0,2
Mahindra Thar CRDe,Mahindra,Diesel,Manual,2498,16.55,6,9.66,5
Renault Duster 110PS Diesel RxZ,Renault,Diesel,Manual,1461,19.01,5,6.85,1
Audi Q5 2008-2012 2.0 TDI,Audi,Diesel,Automatic,1968,12.8,5,23.68,3
Land Rover Freelander 2 SE,Land,Diesel,Automatic,2179,12.39,5,15.75,3
Volkswagen Vento Diesel Comfortline,Volkswagen,Diesel,Manual,1598,20.54,5,3.5,1
BMW 5 Series 2003-2012 540i Sedan,Bmw,Petrol,Automatic,2979,11.62,5,6.99,2
Hyundai Elantra CRDi SX,Hyundai,Diesel,Manual,1582,22.7,5,15.57,1
Tata Sumo EX,Tata,Diesel,Manual,2956,15.3,7,5.29,4
Datsun redi-GO T,Datsun,Petrol,Manual,799,22.7,5,2.25,0
BMW X5 xDrive 30d,Bmw,Diesel,Automatic,2993,11.7,5,20.0,3
BMW 6 Series 630i Coupe,Bmw,Petrol,Automatic,4395,7.94,4,47.5,2
Maruti Alto Vxi 1.1,Maruti,Petrol,Manual,1061,18.9,5,1.22,0
Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Petrol,Manual,1198,16.47,5,3.65,0
Datsun GO Plus A,Datsun,Petrol,Manual,1198,20.62,7,3.1,0
Hyundai Creta 1.6 VTVT S,Hyundai,Petrol,Manual,1591,15.29,5,11.5,0
Maruti Alto K10 VXI,Maruti,Petrol,Manual,998,24.07,5,3.46,0
Hyundai Santa Fe 4X4,Hyundai,Diesel,Manual,2199,14.66,7,8.38,1
Volkswagen Polo GT TDI,Volkswagen,Diesel,Manual,1598,15.11,5,4.8,1
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,4.5,4
Maruti Esteem Vxi,Maruti,Petrol,Manual,1298,15.9,5,0.8,0
Maruti Swift VDI,Maruti,Diesel,Manual,1248,22.9,5,3.95,4
Skoda Rapid 1.6 TDI Ambition,Skoda,Diesel,Manual,1598,20.5,5,3.65,1
Mercedes-Benz E-Class 280 CDI,Mercedesbenz,Diesel,Automatic,2987,11.0,5,10.0,3
Nissan Sunny 2011-2014 Diesel XL,Nissan,Diesel,Manual,1461,21.64,5,4.75,1
Maruti Swift Dzire VXi,Maruti,Petrol,Manual,1298,17.5,5,3.1,0
Hyundai EON Sportz,Hyundai,Petrol,Manual,814,21.1,5,3.61,0
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,4.29,0
Nissan Micra XV Primo,Nissan,Petrol,Manual,1198,18.06,5,2.13,0
Maruti Alto LXi BSII,Maruti,Petrol,Manual,796,19.7,5,1.1,0
BMW 3 Series 320d,Bmw,Diesel,Automatic,1995,22.69,5,13.95,3
Volkswagen Polo 1.2 MPI Highline,Volkswagen,Petrol,Manual,1198,16.47,5,5.35,0
Maruti Celerio LXI,Maruti,Petrol,Manual,998,23.1,5,3.9,0
Maruti Wagon R VXI 1.2,Maruti,Petrol,Manual,1197,21.5,5,2.8,0
Maruti Ciaz ZDi Plus,Maruti,Diesel,Manual,1248,26.21,5,8.75,4
Audi A4 2.0 TDI,Audi,Diesel,Automatic,1968,16.55,5,19.5,3
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,2.75,0
Honda City i DTEC V,Honda,Diesel,Manual,1498,26.0,5,5.7,4
BMW X1 sDrive20d,Bmw,Diesel,Automatic,1995,17.05,5,12.5,3
Chevrolet Spark 1.0 LT,Chevrolet,Petrol,Manual,995,18.0,5,1.75,0
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,1.9,4
Maruti Swift VXI BSIV,Maruti,Petrol,Manual,1197,20.4,5,4.5,0
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mercedesbenz,Diesel,Automatic,2143,19.27,5,30.3,3
Skoda Octavia Elegance 2.0 TDI AT,Skoda,Diesel,Automatic,1968,19.3,5,16.0,3
BMW X3 xDrive20d xLine,Bmw,Diesel,Automatic,1995,18.56,5,32.78,3
Hyundai EON Era Plus,Hyundai,Petrol,Manual,814,21.1,5,2.5,0
Audi A4 35 TDI Technology,Audi,Diesel,Automatic,1968,18.25,5,43.0,3
Ford Figo 2015-2019 1.2P Titanium MT,Ford,Petrol,Manual,1196,18.16,5,5.38,0
Maruti Alto K10 2010-2014 VXI,Maruti,Petrol,Manual,998,20.92,5,2.65,0
Maruti Alto 800 2016-2019 VXI,Maruti,Petrol,Manual,796,24.7,5,3.3,0
Mercedes-Benz New C-Class C 220 CDI Style,Mercedesbenz,Diesel,Automatic,2143,19.27,5,34.0,3
Hyundai Santro D Lite,Hyundai,Petrol,Manual,1086,20.3,5,0.7,0
Hyundai Xcent 1.1 CRDi S,Hyundai,Diesel,Manual,1120,24.4,5,6.83,1
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,5.77,4
Maruti Swift Vdi BSIII,Maruti,Diesel,Manual,1248,17.8,5,3.1,4
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Petrol,Manual,1199,16.2,5,4.95,0
Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Diesel,Automatic,1968,17.11,5,16.25,3
Land Rover Range Rover 3.6 TDV8 Vogue SE,Land,Diesel,Automatic,4367,10.2,7,52.54,3
Mahindra XUV500 W8 2WD,Mahindra,Diesel,Manual,2179,16.0,7,6.4,5
Ford Endeavour 2.5L 4X2,Ford,Diesel,Manual,2499,13.1,7,6.95,4
Tata Indica V2 DLX,Tata,Diesel,Manual,1396,17.2,5,0.85,4
Maruti Baleno Alpha,Maruti,Petrol,Manual,1197,21.4,5,6.95,0
Hyundai Xcent 1.1 CRDi Base,Hyundai,Diesel,Manual,1120,24.4,5,3.45,1
Honda Civic 2006-2010 1.8 S MT,Honda,Petrol,Manual,1799,13.5,5,2.75,0
Hyundai i20 Sportz Option 1.2,Hyundai,Petrol,Manual,1197,18.6,5,4.95,0
Tata Nexon 1.2 Revotron XZ Plus,Tata,Petrol,Manual,1198,17.0,5,9.62,0
Hyundai i20 Sportz 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.79,0
Maruti Swift Dzire ZXI,Maruti,Petrol,Manual,1197,19.1,5,4.5,0
Maruti Wagon R LXI,Maruti,Petrol,Manual,998,22.5,5,3.01,0
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Diesel,Manual,1396,21.9,5,4.4,1
Toyota Fortuner 4x2 AT,Toyota,Diesel,Automatic,2982,12.55,7,17.49,3
Hyundai i10 Sportz,Hyundai,Petrol,Manual,1197,20.36,5,4.66,0
Hyundai Grand i10 Asta,Hyundai,Petrol,Manual,1197,18.9,5,5.5,0
Hyundai i20 Asta 1.2,Hyundai,Petrol,Manual,1197,18.6,5,6.0,0
Hyundai Santro Xing XL AT eRLX Euro II,Hyundai,Petrol,Automatic,1086,17.0,5,2.4,2
Maruti Vitara Brezza ZDi Plus,Maruti,Diesel,Manual,1248,24.3,5,10.19,4
Honda Amaze S i-Dtech,Honda,Diesel,Manual,1498,25.8,5,5.25,4
Mercedes-Benz M-Class ML 250 CDI,Mercedesbenz,Diesel,Automatic,2143,15.26,5,45.0,3
Hyundai i20 Sportz Diesel,Hyundai,Diesel,Manual,1396,23.0,5,2.7,1
Hyundai i10 Era,Hyundai,Petrol,Manual,1086,19.81,5,3.39,0
Maruti Swift Dzire VDI,Maruti,Diesel,Manual,1248,26.59,5,5.69,4
BMW Z4 2009-2013 Roadster 2.5i,Bmw,Petrol,Automatic,2979,10.37,2,58.54,2
Maruti Baleno Alpha Diesel,Maruti,Diesel,Manual,1248,27.39,5,8.4,4
Chevrolet Beat Diesel,Chevrolet,Diesel,Manual,936,25.44,5,2.5,1
Honda Brio V MT,Honda,Petrol,Manual,1198,19.4,5,3.25,0
Ford Figo Diesel Titanium,Ford,Diesel,Manual,1399,20.0,5,3.25,4
Maruti Celerio VXI AT,Maruti,Petrol,Automatic,998,23.1,5,4.25,2
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mercedesbenz,Diesel,Automatic,2143,14.84,5,18.5,3
Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,Petrol,Automatic,1086,17.0,5,2.4,2
Honda Brio S MT,Honda,Petrol,Manual,1198,19.4,5,4.25,0
Maruti Baleno Alpha CVT,Maruti,Petrol,Automatic,1197,21.4,5,8.85,2
Hyundai EON Sportz,Hyundai,Petrol,Manual,814,21.1,5,4.14,0
Hyundai i20 1.4 CRDi Sportz,Hyundai,Diesel,Manual,1396,23.0,5,7.0,1
Ford Endeavour 3.2 Titanium AT 4X4,Ford,Diesel,Automatic,3198,10.91,7,33.0,3
Honda City i-VTEC VX,Honda,Petrol,Manual,1497,17.4,5,10.0,0
Maruti SX4 ZDI,Maruti,Diesel,Manual,1248,21.5,5,3.53,4
Chevrolet Optra Magnum 1.6 LS Petrol,Chevrolet,Petrol,Manual,1598,12.9,5,1.35,0
Volkswagen Vento Diesel Highline,Volkswagen,Diesel,Manual,1598,20.54,5,4.5,1
Honda City V MT,Honda,Petrol,Manual,1497,16.8,5,4.9,0
Hyundai Creta 1.6 CRDi SX Option,Hyundai,Diesel,Manual,1582,19.67,5,12.26,1
Hyundai Xcent 1.1 CRDi SX,Hyundai,Diesel,Manual,1120,24.4,5,3.99,1
Mercedes-Benz GLC 220d 4MATIC Style,Mercedesbenz,Diesel,Automatic,2143,17.9,5,46.95,3
Ford Figo Diesel EXI,Ford,Diesel,Manual,1399,20.0,5,3.8,4
Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Volkswagen,Diesel,Manual,1896,15.0,5,6.75,1
